,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
10,9debe641-4ed5-4abc-a54c-a4a9fbbf87fb,Si - Do,https://play-lh.googleusercontent.com/a-/ALV-UjXl7Nt-01pf320m_Q81lPGSUiVOyY9s_s3mcsonl5HEqA,I can't delete my account and the app force to me have to pay premium fee. I can't cancel subscription and the application has received its annual membership fee.,1,0,5.17.0.151,2024-02-05 14:48:55,"Any.do personal is a free app if you created an account with an external service you will need to create an account in order to delete it. We never require our users to upgrade. A payment can only be made upon the user's authorization. Our team will be happy to look into it, should you contact us at- www.any.do/contact_form.
",2024-01-23 09:28:42,5.17.0.151,newest,com.anydo
11,331d204d-5ab2-4476-a196-51262e548a1f,Rajan Manjrekar India's first 6A7-6,https://play-lh.googleusercontent.com/a-/ALV-UjUyQs-nI2uJtRyxJNVUL8guC-rIdm5-WdEM459wbFo6MG6h,"From last few days, I have observed that if I add some task to remind me, it dose not remind me. No alarm, no call, nothing. Then what I'm paying for?",1,0,5.17.0.151,2024-02-05 06:16:19,"As long as you’ve turned your reminders ON and enabled the app notifications in your device settings, you should be getting them. If you're experiencing any issues please submit a bug report via Settings - Support so our team can look into this for you.

",2024-02-05 08:30:58,5.17.0.151,newest,com.anydo
12,ae6f1bf1-c248-4332-8594-16f37f616312,Carmit Geva,https://play-lh.googleusercontent.com/a-/ALV-UjXUBxmOGd_puO75ut5US8sWCNN5j_OgJIVvjQJLR-ZjDZcx,"You really have to improve the app to match the standards and functionality of your desktop version, which is brilliant !!! (I am using the paid version). Very frustrating not being able to seamlessly switch between devices. As if it's two completely different platforms ☹️",1,0,5.17.0.151,2024-02-05 05:20:08,"Please pinpoint the issues you found and send it to us via Settings → Support. We will be happy to look into it.
",2024-02-05 08:30:14,5.17.0.151,newest,com.anydo
13,e3231695-cbbe-4bc7-9c49-40673aa1e21d,Margaret Pelletier,https://play-lh.googleusercontent.com/a/ACg8ocIsAEeU03mFtuuzQxlOhpNJW31eOqltO47_7nYzMTH8=mo,It's not intuitive. I can't figure out how to add subtasks.,1,0,5.17.0.151,2024-02-04 13:56:02,"We are sorry you did not find it intuitive, to add subtasks see: https://support.any.do/en/articles/8635891-handling-personal-subtasks",2024-02-05 08:20:59,5.17.0.151,newest,com.anydo
14,461cc9b4-117c-4ccb-be95-1d0212be8582,Mena Susann,https://play-lh.googleusercontent.com/a/ACg8ocL_6IYpv_rBbFNQHe0mhhXGfGfRwkFriAfIXFon_0ef=mo,Everything was good,1,1,5.17.0.151,2024-02-04 02:31:48,"In order to better understand and advise you accordingly, please pinpoint the issues you are having and send it to us via Settings → Support or at www.any.do/contact_form. We will be happy to assist you!

",2024-02-04 08:55:56,5.17.0.151,newest,com.anydo
15,18dceda2-4506-4238-9ee4-b1dc0c9b3136,cori roark,https://play-lh.googleusercontent.com/a/ACg8ocL5cpWYQ5_JvYVELTEtV9LnmNPjUYqhzAU17TyJJ_ct=mo,"I'd give zero if I could. $36 for what used to be free, then $8+ more PER MONTH to share lists (used to be FREE). And no, I WON'T waste time reaching out to customer care. I'm just deleting this garbage.",1,0,5.17.0.154,2024-02-01 10:52:21,"Any.do personal is a free app, 90% of the app is completely free, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade. If you are looking for advanced features they can be unlocked with a subscription plan.
",2024-02-04 08:44:20,5.17.0.154,newest,com.anydo
16,bb26cbc9-c4ec-4f5e-950b-d0ba473f1e47,Claire Graf,https://play-lh.googleusercontent.com/a-/ALV-UjV-Ge71iz5-D1qDV6jCZ3WB-tmvLQ4rOS5EBV6gAEKvuHE,Integration requires paid third service Zapier. No native integration possible :(,1,0,,2024-01-31 16:03:07,"We have free integrations as well :Calendar Integration, Siri & Apple Reminders, Gmail Add-On and Smart Watches",2024-02-01 08:16:37,,newest,com.anydo
17,331f0902-4bd1-4eda-bdc3-6059a0030295,Aaron “Woody” Roark,https://play-lh.googleusercontent.com/a-/ALV-UjU4jsARehx-Jb6rKvBYhZotw9pvlxdfKmMu7zCB9WavmJw,"Was good. Then you upgrade to premium for $36 just to keep the free features, then they take away more features and make you pay more just to keep the premium features. Now you need to get the family workspace to share lists with your family for $100. Give me a break. Back to pad and paper or an app for a reasonable price. Anydo you suck!",1,2,5.17.0.154,2024-01-31 11:37:57,We will be happy to explain what is included in each payment plan and we also can explain what is included in the free plan. To learn more please contact our team here: www.any.do/contact_form,2024-02-01 08:40:13,5.17.0.154,newest,com.anydo
18,05c86b8e-97dd-44a6-94bc-1a9e9205d223,Rajeev Nithiyananthan,https://play-lh.googleusercontent.com/a-/ALV-UjWUWZ3RIqV3wnwPC871PGqFfRZiZK6Kiy5LMP9XAByBlBY,Great product but monthly subscription is asking too much!,1,1,5.17.0.135,2024-01-26 23:49:12,You are welcome to reach out to us at www.any.do/contact_form to hear more about all our special offers.,2024-01-31 09:14:50,5.17.0.135,newest,com.anydo
19,d6f98571-525f-4736-a1a7-ac8b0fde14ef,Sachin Thakkar,https://play-lh.googleusercontent.com/a-/ALV-UjV6SEbRkwnnWlq2V7khGnZscu4cK5ptPvBsB_4U_3nKqy0,"Truly worthless app, i lost all my tasks , search is garbage",1,1,5.17.0.151,2024-01-25 13:06:40,"We are sorry you feel this way! We encourage users to reach out to us directly in order to better understand the issue, or feedback and get to the bottom of things so we can offer a full resolution. We work hard to resolve any issues. If this is not the type of solution you are looking for, we respect your decision to move to a different app.",2024-01-31 09:22:47,5.17.0.151,newest,com.anydo
20,81082c0e-a690-4d67-aa06-0b2e56f5049e,Laura Halcyon,https://play-lh.googleusercontent.com/a-/ALV-UjV6fFqEEqUg1rY09ssrksXwvVY-BqLLHOHZvHuRL_32Ll0,"I found this app difficult to organize in a way that was useful for me. I couldn't separate which items showed up on my phone widget by topic, so it showed all of them which was unnecessary. I also found the reminders to plan my day annoying. It would be better with an improved calendar and prioritizing options. Last, it is extremely frustrating to try and unsubscribe from yearly renewal. It is buried deep in the info and the actual faq for this has a broken link. Super sketchy and rude.",2,14,5.2.0.23,2020-09-30 14:20:18,"Please note that for Android there are several Any.do widget options to choose from. You can disable the Daily Planner via the app's settings (support.any.do/any-do-moment). For assistance with the subscriptions and cancellations, see the instructions here- support.any.do/cancellations-refunds, or contact us at- www.any.do/contact_form.",2020-10-04 04:08:11,5.2.0.23,most_relevant,com.anydo
21,882e86f7-ce67-4722-ac96-2ab8e61e3c75,Leslie Lamb,https://play-lh.googleusercontent.com/a/ACg8ocLpku64sHysJ2hBCVdkePv5CYEDdXl-1coT0q0qxcAH=mo,"This app was great for me for a while, then I didn't need it for a whole. When I came back it seemed lackluster, but overall fine. What made me dump it was that the app appears to have teamed up with target or some other retailer and they would add stuff to your ""shopping list"" without your permission and I would get these pop-ups on my phone telling you they added some random product to your list. I never had a list nor used the products pushed and no way I saw to stop it.",2,5,4.15.0.10,2021-05-01 05:44:13,"We're sorry to hear you're experiencing issues with your app. Please reach out to our Support Team, at- www.any.do/contact_form, mentioning the app version you are currently using, and we will be more than happy to advise accordingly, and make sure you are able to use the app properly! :)
",2021-05-02 04:36:42,4.15.0.10,most_relevant,com.anydo
22,ea360098-f50a-4259-b20c-1a85202479ce,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I tried it years ago and never really got it going. Then I switched to Wunderlist and became an organized machine! Now Wunderlist is being retired, so I thought I'd try again, guessing it would be much better by now and that my ability to use it to my advantage would be vastly improved. Nope. No ability for folders or some other way to group lists together so I don't have to flip through all my lists to find the one I want. Not even a list view to make them easier to find.",2,45,3.4.15.1,2020-01-02 20:40:01,,,3.4.15.1,most_relevant,com.anydo
23,31cefed0-cbba-4c39-9f46-45e32d47f7a6,W Hobbs,https://play-lh.googleusercontent.com/a-/ALV-UjXyGPvlQgnOrXSH3d5gGvsJVUkixykezXsWVtxVb_pBU08,"Need to go up to premium to really make it useful. Premium is $30+. Otherwise it is a basic calendar that ""might"" be as good as the one the phone come with. It could be easier to use, but I'm not putting the time into figuring that out when I'm asked to upgrade. It comes up almost everytime I try to use 1 of the options. The simplest of free calendars allows me more options than the free part of this calendar. I just deleted it. Not worth going through error reports right in the beginning.",2,42,5.15.3.0,2022-03-04 17:05:53,"90% of the app is completely free. You should only receive a pop-up about Premium if you try to use a Premium exclusive feature, plus one time when you first log in. If you are seeing it more than this, please submit a bug report in your app via Settings - Support so we can look into this for you.

",2022-02-24 11:27:15,5.15.3.0,most_relevant,com.anydo
24,afdab3ff-cbc1-4f2c-9c60-b59531650685,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Only rated 2 stars because of the ability to sync with the calendar apps on the phone and the ability to cross out any tasks once finished. However, the app is fairly simple with tasks laid out like a shopping or to do list with the inability to edit the timings of tasks. I had set an appointment for 1:30 but the app had automatically set it for 10:00 am and not allowing me to edit it. Also, it would have been nice for the tasks to be laid out in calendar format with color-coding options.",2,9,,2019-10-21 15:32:28,"Hi Maira, please note you are able to edit your tasks, and your reminder times, by simply tapping on your tasks, furthermore, using our Color Tags, you will be able to color code all your tasks, you can learn more here: https://support.any.do/color-tags/",2019-10-23 03:20:02,,most_relevant,com.anydo
25,26f4bf91-5f7c-496d-96bf-40eeae5c62cb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Stupid popup reminding me to add reminders or do something covers my keypad and stays for a long time with no way to close it. I can't keep checked off items. It reminds me multiple times, every couple of seconds, to clear off the checked items, again blocking me. I can't move items between lists and if there is a way, it isn't easy enough for me to figure out. Cumbersome.",2,22,4.10.5.2,2018-10-26 08:06:59,"These are strange issues! We highly recommend you submit a bug report in your app via Settings - Support, so we can help you get to the bottom of this issue.",2018-11-06 11:26:17,4.10.5.2,most_relevant,com.anydo
26,05269a05-b230-49f8-bb5b-21ae846c5152,Teresa Dziak,https://play-lh.googleusercontent.com/a-/ALV-UjXOh0kMICxXKt6-1JirQDEYyyFxTzAyHD03K_Pux23EbQ,"I love this app and I really would give it a 5 star review, however, every few months the app stops syncing with my Alexa lists. So, in the meantime, while waiting for an update, I end up having to jump between 2 different apps to see everything that's been added to lists. The only reason I ever started using this app is because it was supposed to sync with Alexa consistently. That was supposed to make my life a whole lot easier. Instead I just end up frustrated.",2,156,5.15.4.2,2022-05-22 13:16:44,"We are sorry about this. Due to ongoing issues with Amazon, Any.do no longer offers a direct integration with Alexa. However, we do offer the option for Premium users to sync with Alexa via our Zapier integration. To learn more you can read all about it here: https://support.any.do/zapier/
",2022-05-23 10:53:45,5.15.4.2,most_relevant,com.anydo
27,3447196b-03a9-459e-a110-b234967b936a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"It's a mess. I add new tasks and tag them. But they will randomly disappear, reappear. And the tags will disappear. Editing and adding them back in doesn't help because once a tag disappears you can't add it back in again. Disappearing tasks is the worst because there's no warning. They're just gone. They're not listed as complete, they just disappear. Sometimes they'll come back but sometimes I have to re-enter them...assuming I remember. I pay for this app, so the fact that the basic functionality of keeping my list intact is random and spotty is unacceptable. It may have something to do with syncing... no idea. But either way, I'm going to use another app because I just don't trust it anymore. These errors seem to be recent, like in the last 3 months.",2,12,4.10.7.3,2018-12-03 09:26:22,This sounds very odd! We highly recommend you submit a bug report in your app via Settings - Support so we can look into this issue for you.,2018-12-04 08:54:39,4.10.7.3,most_relevant,com.anydo
28,89c2425d-f235-4429-867e-c0fb7c51df04,Jermaine O'Neal,https://play-lh.googleusercontent.com/a-/ALV-UjVd6FYWklo1Z8nwmEKWm6HkG6V3gihuzXeq-D0wyuO7UCc,"I really love the app, but the lack of full calendar month view is a major hindrance for me. Also, it would be nice to sync Google tasks and anydo Tasks, it syncs the calendar why the tasks as well? I wish these 2 features were added. I would be set. By the way I love the major feature: (the bottom pop up for Tasks that are do. I love how it interrupts and lets me decide what I want to do.",2,18,5.13.0.9,2021-03-22 22:30:14,Thank you for the suggestion. You can also post your idea on our UserVoice page: http://anydo.uservoice.com. Other users will be able to vote for your idea and give it some extra power so we can make sure to look into implementing it!,2021-03-24 05:35:10,5.13.0.9,most_relevant,com.anydo
29,1fc813d8-2ff7-43dc-ae4a-1ac732fada1d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The latest update is terrible. I always organized everything by date of the reminder, which is usually set on the day that it's due, but now I can't even see the due date of each task. I have to click on each task for the the date to appear. In addition, I usually organize each task by tags, the date, recurring if needed, and other details. There's no easy way to adjust all these details anymore. You have to click on each separate icon to fix these to what you want. I use the app begrudgingly.",2,16,4.12.0.5,2019-01-17 22:26:19,"There are still indicators for each task in our latest view. If you can't see them, please send us a screenshot and your account details to customers@any.do so we can look into this for you.",2019-01-30 09:59:57,4.12.0.5,most_relevant,com.anydo
30,69ce6a46-f8ba-4989-8c17-89ff953a0eb6,Mexican Spanish lessons,https://play-lh.googleusercontent.com/a-/ALV-UjVNFde69kWn8CoQbqcmsxGFJ2MGqHPhNK0My8CuAjMxGQ,Annoying constant reminders to upgrade. Blocking the screen when I type. I'm sure I can find something better out there. Uninstalling,2,0,5.17.0.151,2024-02-04 19:45:24,"Any.do personal is a free app, 90% of the app is completely free, including all core functionality, and unlike similar apps, we allow our users to enjoy most of the features for as long and as much as they wish without any 3rd party ads or a requirement to upgrade. We will be happy to look into it via Settings → Support.

",2024-02-05 08:27:48,5.17.0.151,newest,com.anydo
31,32e7c0ad-2205-4d5c-84ee-5c5b5dcf4b35,Rupesh Sasne,https://play-lh.googleusercontent.com/a-/ALV-UjVHq-OLFFEMhbCJTMI5goAIY_SoX7-AkZe2sMlzUDlTjvs,Not able to subscribe due to some server error.,2,1,5.17.0.151,2024-01-28 12:19:10,"Please send us a bug report in your app via Settings → Support, so we can get to the bottom of this for you ASAP",2024-01-31 09:12:57,5.17.0.151,newest,com.anydo
32,e8265375-937d-4475-953d-da93ac949425,zarifatun zakaria,https://play-lh.googleusercontent.com/a-/ALV-UjU6pcWgKg7R_RZjT7LhwJIVxnZ-rQoKlFjH252iVJDSDTc,"Good apps but does not meet my basic requirement, to share the tasks and free. Basic collaboration needs to be upgraded to premium.",2,0,,2024-01-25 05:13:28,"We are considering shared items for premium, we will be sure to advertise it should it become available.",2024-01-31 09:25:29,,newest,com.anydo
33,607bc47d-c599-4dea-a053-b99c57ae4da5,F S,https://play-lh.googleusercontent.com/a/ACg8ocKhpmmQdSTWO0pRlfP4YNAPLFdzjoJ5SwUciidONz54=mo,"When you move an item on the list from one day to another, it often jumps back to the previous day. It's a long-standing and annoying glitch",2,1,5.17.0.151,2024-01-16 22:36:15,We're so sorry for this! Please submit a bug report via https://www.any.do/contact_form and our team will look into this for you :),2024-01-17 10:25:30,5.17.0.151,newest,com.anydo
34,8136dac7-c03a-4ed7-80ef-acb5e3815292,Lisa Robinson,https://play-lh.googleusercontent.com/a-/ALV-UjUPTFnsR_E1jkJRYtXf-TLEvbabukTutProQvtd-Z4pcLFS,I loved it until it started wiping my lists out for no reason,2,0,,2024-01-08 08:21:55,We would be happy to help you resolve all of the issues you have encountered should you send us a bug report via (Settings-Bug Report),2024-01-31 09:58:42,,newest,com.anydo
35,b5736cbb-5426-40ac-9d8d-3d6b28db2f91,saju thomas,https://play-lh.googleusercontent.com/a-/ALV-UjXxCdlUeSkNHqV8wdeDvTWJ9PadxYU4h7WMwkvPqX__uUU,Can I get your old version of Any.do?,2,1,5.17.0.151,2024-01-08 00:03:11,You can only get the lasted version from the play store.,2024-01-31 10:01:15,5.17.0.151,newest,com.anydo
36,29ecd6b9-c1ad-4aa0-8b68-607e116ced73,Justin Case,https://play-lh.googleusercontent.com/a-/ALV-UjUBo3Vkd4qYMfHlAZyhwTFEgAgdVKD54FSVOMm7L0rtZpxb,I tried the app a long while ago. Thought I'd take another look. It's great that the developers provided their full address in Tel Aviv. That's a great thing for me but I thought a double click street view and glad I did. The company is in a Very run down building in a very slum-like neighbourhood. I 'walked around' & was extremely surprised by the level of poverty in all the surrounding streets. I wish I hadn't looked. It's sad. I'm not being critical. ButI suggest a closer look at the building,2,4,5.17.0.151,2024-01-06 21:19:25,,,5.17.0.151,newest,com.anydo
37,add22c93-ec4c-4209-bc81-09f55a28c217,Ribos Ome,https://play-lh.googleusercontent.com/a-/ALV-UjXqOpvRM6R67PglqwocTXNMYVAsaxx0sc8bKeHDhfs1MR0,"Is there a way to see the sub tasks on the ""My Day"" page?",2,0,5.17.0.151,2024-01-05 19:16:39,If you open the task in the my day view you will see subtasks under it.,2024-01-31 10:08:44,5.17.0.151,newest,com.anydo
38,c78de9ed-1955-4063-b078-7f498ce2480e,HAMD MZURI,https://play-lh.googleusercontent.com/a-/ALV-UjVEcfWiPzmGTf8XTgTfA9gHBh-bzt9_SHxzJvhrMd_kmg,good,2,0,5.17.0.151,2024-01-05 03:25:40,"If you're enjoying the app, we'd very much appreciate it if you had any recommendations/suggestions for us to get a 5 star rating. You can share your ideas with us at any.do/contact_form. Thank you!
",2024-01-31 10:10:06,5.17.0.151,newest,com.anydo
39,f3eb077b-4195-4179-b125-b015f851512d,Lukas Leščinskas,https://play-lh.googleusercontent.com/a-/ALV-UjVT2-8ir2IDergD3Vrvmgw6XwZlPNgA8QHj749FB9OA2w,"I don't get it. It does the same as google calendar, and if you have work email at google, your events sorts automatically as well.",2,0,5.17.0.151,2024-01-03 09:34:13,"We are sure that Any.do could increase your productivity when integrated into your daily routine :) To learn how to utilize all of our features we recommend checking out Help Center: support.any.do. We will be happy to assist with any question, should you contact us at https://www.any.do/contact_form",2024-01-04 03:48:10,5.17.0.151,newest,com.anydo
40,4260f75a-7d1f-4429-a3d3-885152788267,Keith Vavrinak,https://play-lh.googleusercontent.com/a-/ALV-UjXk15YAQtBRxha2_srBa9W9k8kzEVNNBCxbG8Ezn_KkiLju,"When it works, it works pretty well. But it has a lot of glitches. And now recently it will automatically move my tasks around into a different order. And if I move something to a different location on the list, in a second or two, it moves it back and maybe even moves some other things around. It is now doing this all the time,and it's incredibly frustrating when I'm trying to put things in the order I want to get them done. So I'm looking for a new list app cuz I'm tired of fighting with this.",3,12,5.17.0.151,2024-01-30 13:57:52,"We will be happy to review this issue, please send us a bug report so we can get to the bottom of this for you. Settings-> support-> report a bug.",2024-01-31 09:03:42,5.17.0.151,most_relevant,com.anydo
41,91616aa4-f083-4532-9eec-2c7ac48cf76f,Reid W (RDubb),https://play-lh.googleusercontent.com/a-/ALV-UjXNNoKDtSeAJdCH2XJhTNPDwd4n65sCa21dG4VDrT7QdRKA,Time to revise I guess! The app worked fine but I cannot end the billing. I stopped working a year ago. I have contacted them several times. I reinstalled the software because they said subscription was controlled n app. I cannot stop their billing. I am on fixed income since last yr but I cannot stop their billing. I have tried since 2/23! I wouldn't sign up again if I can get unsigned I get report through my Google but there is no active subscription to disable. DON'T subscribe! DO NOT DO IT!,3,64,5.17.0.148,2023-12-01 16:11:45,"You can find information on how to cancel all subscription plans on our website at https://bit.ly/3nIPU5A. Our team would be happy to look into your subscription issue, should you contact us at www.any.do/contact_form.

",2023-12-03 08:27:19,5.17.0.148,most_relevant,com.anydo
