,appId,content,score
37,com.nike.plusgps,"After using this app for years, it has bece incredibly glitchy. I can't change settings without the app refusing to record my runs, and I end up having to delete the app and redownload it, potentially losing my rin data at the same time. I used to be able to not change the settings, but that forced me to leave my screen unlocked, and eventually that method stopped working as well, and now my runs pause in the middle of me still running. Overall, Im pissed, and switching running apps.",1
38,com.nike.plusgps,"Inaccurate. Did the speed run ""The Shifter"". Worked through the whole guided run, and it kept tracking after it was finished. I had to restart my phone to stop the run. Also, it only tracked the warm-up and the first two intervals. The continuous tracking after the run made it to where my run time was a 9'30 km pace, which will affect my overall average. I wanted to do speed runs to switch up my usual distance runs. I will stick with other runs until fixed. Update: still not fixed. One star now.",1
39,com.nike.plusgps,"Last Edit: I'm deleting this app for good. It's not stable. Another Edit: Lost another star because of run route accuracy issues I ran a trail that listed itself to be more than 2 miles and the app said I only ran 1 mile. Edit: lost a star because of run route accuracy issues. Thought it was a fluke the first time, but now almost every run, it either doesn't track my actual route or it makes it look like I flew in a straight line through buildings or over water.",1
40,com.nike.plusgps,"I started using this app about 2 years ago. I participate in the monthly challenges. Lately, the app has been wonky. My efforts aren't being recorded. Sometimes while walking, you can't see your stats. The voice prompt isn't letting me know my milestones. At the end of my walk, none of my miles are calculated. When you manually add data, it's not added to the monthly goal. I'm going to search for a new app because I'm not going to let the inconsistencies of this app break my motivation !",1
41,com.nike.plusgps,"1 star review because app does not function as intended. It resets your profile and erases your history about every week and if you want to sign in before your run (Because your ,profile was just reset for some reason), the app prompts you with several 30 second timed windows. Perfect when i want to go for a run. . . Not. Save yourself the waste of time both on your phone and on the run. Try another app with 3 stripes maybe.",1
42,com.nike.plusgps,"This would be five stars but the glitches are awful. It never remembers you. I have to set it up like I'm a new person every time I use it now. I have to redownload the guided runs over and over - which is especially frustrating because one place I like to run doesn't have cell service so then I have to run without. Now it also has the added joy of a notification that says "" Nike run club is completing your run"" that won't go away. You can't swipe it away or cancel it.",1
43,com.nike.plusgps,"I have used this app for 8 years. It used to work great. But in the last 6 months, this app pauses in the middle of a workout on its own, won't close and save after a workout, won't correctly monitor your pace and I have had to uninstall and reinstall the app almost everytime I workout. IT department really needs to fix the glitches and problems because this is unacceptable for a large of a company Nike is.",1
44,com.nike.plusgps,"Overall, this is a great app. The training programs and guided runs are awesome and helped me go from not running ever to finishing my first ever 10K race. BUT recently the constant logging out issues that many have complained about in reviews is so unbearably annoying that even though I love the core of the app it totally ruins that experience for me. I've tried uninstalling and re-installing multiple times and nothing has fixed the issue. Please fix this Nike! I want to stay logged in! 😖",1
45,com.nike.plusgps,"It doesn't save your data, what's the point? Scroll wheels for input took me too long to input while everyone I was with had long since started their run. Not even accurate, I would scroll to my height and it was off. All my previous runs were deleted and it's not just on my app. So if it doesn't store progress, what's the point of the app? I could get a stopwatch and map out my distance on any other app. It's actually counter-productive. Don't use.",1
46,com.nike.plusgps,"This app was great until the latest update. Tracked my miles and started the challenges, but some of my miles weren't crossing over. Contacted customer support and they tried to tell me it was because I had power saver on. Then when I checked to see if it had updated, I had miles missing from my monthly activity and achievements from a week prior showed up as new. Going to Strava which is better.",1
47,com.nike.plusgps,I don't know if you guys added an update to this but as of late this app has been trash. The runs are not as accurate as they used to be in regards to tracking pace. And when I try and end a run it will not end the run but rather stays in the circle motion that usually ends it. Then I close the app and try and reopen it and the screen stays black and tells me it's still tracking my run. The only option then is to uninstall and reinstall again but it's pointless cause it deletes my run. Fix it.,1
48,com.nike.plusgps,"The app keeps crashing in the middle of my run. The only other app running at the same time is Spotify. Also, the GPS has been garbage lately and won't pause when I stop. It will also lose track of where I am and add several minutes to my pace and not read track distance properly. Battery optimization is turned off for this app. Please fix, thanks.",1
49,com.nike.plusgps,I really do like Nike run club and have used it for years but Holy cow NRC Android has a lot of stupid bugs. I did a guided run and I was never able to hold stop and end it! Even after closing and reopening the app this issue persisted. I only saw a progress bar continually spin. You have a good app with a lot of great features! Please fix the stupid Android bugs! Just tried to use it again for 10k training and this app has managed to get worse. DO NOT USE!!!,1
50,com.nike.plusgps,"No longer works on Android. Have been using and loving this app for years, but within the last few weeks it has become inoperable. The only thing it will let me do is start a run... but it won't let me finish it. Every function only gives me the spinning loading wheel or a ""connection error"" message whether I'm on wifi or my 4G phone network. After trying multiple restarts and un- and reinstalls it's time to just let it go and move to a new app for my runs. Such a disappointment.",1
51,com.nike.plusgps,"I had the Nike Run app awhile back and it actually worked pretty well. Unfortunately, the app doesn't work well right now. When I try to go under the Activity tab to see the history of my runs, it will not load up at all. The Challenges tab doesn't load up as well. I can create my own goal under the tab, but that's about it. For the Club tab, I can't switch the permissions tab to allow my friends to connect with me as well. I'm not sure what's happened to the app , but I hope its fixed.",1
52,com.nike.plusgps,"I'm about to uninstall this app. It doesnt work anymore. I previously gave this app 5 stars. I have done everything to try and fix the problem. I've updated uninstalled and reinstalled. My same runs I've been doing forever, calculate like a half mile farther than what the distance actually is. If I fix it for a shorter distance, like it in fact is, it doesnt count towards my mileage anymore. That should be the case for increasing only.",1
53,com.nike.plusgps,"You would think after all the money this corporation sucks out of the public, their app would run properly. There's nothing more frustrating than getting done with a 100% effort guided run and the app won't record it. Once the coaches are done talking and hold down the stop button, the only option the app gives me is to discard the run and all of my recorded efforts. Perfect Service, perfect GPS, perfect Wi-Fi and this app doesn't record when it counts the most.",1
54,com.nike.plusgps,"I've been using this app for the longest time. I love its simplicity. However, lately the app hasn't been working properly AT ALL! It doesn't log me in, doesn't record my runs, and I'm afraid I might lose my records because I have a goal for the end of the year, and I'm tracking the miles on my shoes as well. I've tried uninstalling and everything and nothing works!",1
55,com.nike.plusgps,"This app is failing to record my runs accurately, as I see is common with other posters.  The pacer announces once or twice then quits.  My runs since the middle of July are an inconsistent mess.   Then there is the truly annoying cheer at the end.  Especially annoying when time has been recorded, and the miles have not.  Hurrah, I just did an 18 minute mile.  :(",1
56,com.nike.plusgps,"Every few other days ,the app is unable to record the runs and you can see the activity tab always buffering ie unable to display the existing runs. This leads to losing your last when the app was unable to complete the run,and any other run from that issues onwards won't be recorded. You will need to reinstall the app to use it but you will still lose all your runs should you decide to continue to using it after having encountered the above issue.",1
57,com.nike.plusgps,"Love the app BUT!!! I'm using the app for a very long time and love tracking my running and chasing the challenges. Lately my app mismatches my treadmill for approx 10%. It is especially frustrating when you are running a high intense or long ones. I happily reached 4 miles on my treadmill and realized that I have almost half mile to go on my app, which tracks me much slower. Tried different treadmills, same issue. Similar thing happens outdoor, where I run known path andapp showing shorter",1
58,com.nike.plusgps,"I've been uninstalling and reinstalling frequently! Not to mention signing in every time I'm opening the app. Today, it's been 10 minutes and still has not completed/finished my workout. Quite disappointed as I really like this app and am in the middle of a January/4 week running program with Coach Bennett. I'm probably going to switch apps and programs, sadly. This is exhausting and frustrating.",1
59,com.nike.plusgps,"I want to love this app so bad - it's got a great user experience, tons of useful content... But the bugs are impossible to ignore. The app constantly logs me out, my saved runs dissapear on a weekly basis, and worst of all - the app sometimes straight up stops recording distance/position during a run, leaving me with some ridiculous distance/time records for those runs. Nike REALLY needs to get all these bugs under control ASAP, otherwise I'm jumping ship to another app.",1
60,com.nike.plusgps,"I've been using the app for a while, and it's had very persistent issues, that ranged from trivial like not tracking my pace accurately to constantly stopping my run, amoung others. However most recently its failed to record my distance correctly, as is fluctuates day to day on the same route. I've tried reinstalling the app and making sure it had the right permissions, and none of that has had any effect. This last issue was the final straw am I'm going to start to look for other apps to use.",1
61,com.nike.plusgps,"Loved this app for years. But now it doesn't seem to register I'm logged in, nor can I log out. Restarting phone, uninstall and re-install, nothing works. I can't see any past runs, or review the run I just did. All it will do is show me SOME stats in the middle of a run, and even then it isn't working right with no feedback on pace or distance. What happened?!",1
62,com.nike.plusgps,"Update: They fixed the logging in issue that was occurring. But, now I have a new problem. I open the app and start and finish a run, but then it asks me to log in. And, it just spins forever and never logs in. I then have to force stop the app, which causes me to lose my run. This is terrible since your challenges won't count manually entered runs. This is the second time this month. Update the program to keep/record runs even when not logged in.",1
63,com.nike.plusgps,"Been using this app for years & logged 1000s of miles. Recently it's become increasingly buggy and unreliable. Like others report, some runs are not being recorded, and it endlessly spins at the end of my run. At times it doesn't log my distance so I have to check that my place on the map is moving. I've had to calculate distance with Google maps and add it manually. It feels like Nike is no longer paying attention to the app and I'm now wondering how I can export my data and move on.",1
64,com.nike.plusgps,"App used to work great...since the last update it has stopped tracking my distance. The app while track my distance, however, the second my screen locks (usually after 7 min), the app stops tracking my distance. The only way to make sure it keeps tracking my distance is to either disable the lock screen feature or tap on my phone every 7 min before the screen locks up, which is annoying considering I'm in the middle of working out. Please fix!",1
65,com.nike.plusgps,I've been using this app for 5 years and used to love it. The challenges use to motivate me to get out and run/walk. Recently the app has become very unreliable and very seldom synch my runs to the challenges even though the runs are captured in activity. I have uninstalled and reinstalled but it capture some and not others. I will no longer participate in the challenges and try to find another way to motivate myself until they restore or improve the app. I am very disappointed.,1
66,com.nike.plusgps,"The app gets worse with every update. Now I can't view my activities from a web browser. I've invested too many miles in the app, only to lose access to my data. The GPS tracking is flakey, I can't set a reasonable countdown timer, and the music controls aren't robust. Finally, it can't give me a partial split time for my last split. The only thing good left about the app is the free training plan.",1
67,com.nike.plusgps,The app is becoming unusable at this point. I run pretty much every day and for the past few months I have had issues with tracking my runs. My runs track in my general activity window (for the most part) but those runs don't track in my challenges in which I participate or in the challenges I create. What is the point of having challenges when the distances aren't even correct? It's quite frustrating as it's not an accurate reflection of my work. I am starting to search for an alternate app.,1
68,com.nike.plusgps,"Almost perfect, I love the guided runs and training plans. I was so excited to start using this with my new smartwatch only to find out that the NRC is not compatible with the galaxy watch 5!?!? Huge disappointment. And I can't find a reason why! These are two very popular platforms. It's natural to assume that in 2023 these two would be compatible.. I hate running with my phone and was really excited to take this experience phone free. But i guess I'll have to ditch NRC. 😒",1
69,com.nike.plusgps,"I love this app and have used it for years. It's had issues in the past, but there are unique features that keep me coming back. The app works great until Nike comes out with an ""update"" and breaks the whole thing. This time I can't access my account and it won't save any of my runs. I tried to log out or change some of the settings and it crashes everytime. I have uninstalled and reinstalled it multiple times and still nothing works. If it's not broke don't fix it!",1
70,com.nike.plusgps,"Loved the guided runs. Hate the bugs. After my last run, it never ""finished my run"", I'm now unable to look at activity or any of the other pages, and my running program I was following is no longer there. Really bummed. The app is essentially useless beside just tracking my run in real time, can't save data, and no guided runs. Will delete if not fixed in the next few days.",1
71,com.nike.plusgps,Update: app has gotten worse! Logs me out and continues to not track my run if I come out of the app to change my music. My biggest issue is that when you start tracking a run and then go to another app (i.e. music) it stops tracking. The time continues but stops tracking your pace and distance. Absolutely ridiculous that I would need to go back into the app after finding music. It shouldn't matter. Then if I go back to edit the run it doesn't count towards my challenge ??? Now that's just dumb.,1
72,com.nike.plusgps,"I can't stop using the app since it has all my running history, and it has indeed jumpstarted me into running. Before the updates in Sept 2019,everything was working great, intuitive! After the update, there were some major bugs that has since been fixed. But the Speed Runs are getting cumbersome. The resting counter is gone and going to the next lap has to be done manually! I called support about this and was told nothing can be done until the next major update. That's not good.",1
73,com.nike.plusgps,"I've used this app for 7+ years. Always happy with it until recently, when like other reviewers, I've experienced it regularly crashes and is not saving my runs. It still tracks and gives splits while you work out, but then something is going wrong with the data actually archiving. Very frustrating and disappointing. Uninstall and re-install does not fix the problem, neither does shutting down app manually. I'm an android user. Hopefully this bug can be fixed, or it's time to give up the app.",1
74,com.nike.plusgps,"Editing my rating from 4 stars. Same experience as many others. Have used the app for a few years and recently (last month or so) have had issues nearly every time I've used it. It hangs and doesn't allow me to complete my run and continues to run in the background, when navigating to the various menus it just brings me back to the run screen, randomly logs me out, etc. I'm going to have to look for another app. Major bummer.",1
75,com.nike.plusgps,"The programs look great, but the app is so buggy it's basically unusable. It will freeze/stall at login, when you're trying to choose a run, when you're trying to save a run, and any other time you're trying to use it. You have to force close the app and restart it, sometimes several times, before it works again (until the next freeze). I wish it worked better, because the coaching programs look great.",1
76,com.nike.plusgps,"Great app for someone just getting into running who needs a training plan. Missing two pretty big features in my opinion. Considering their plans have you run different distances, it would be helpful if there was a way to map your run, like onthegomap dot com lets you. and after completing my first run, I wish the app would tell me when i reached my set distance. accidently ran extra half mile waiting for it to tell me I completed my run. update: getting ""connection error""s and app is unusable",1
77,com.nike.plusgps,"This app is horrible. I have had this app for years and have had nothing but issues with it the last 3-4. Most of the time it wont load or open all the way past clicking the ""log in"" option. I have to consgantly uninstall the app. Only reason i keep using it is because it has my history for the past 10 years on it. Everytime i start running, i open the app and i have to log in all over again, confirm my account... a mess.",1
78,com.nike.plusgps,"I want to like this app so much! The coaching is awesome, the design of it is cool and you have a lot of variation in the guided runs. Unfortunately, it does a very bad job of the one thing it should be good at; tracking the actual run. Freezes up while I'm out, pauses even though I have the auto pause setting fixed and so many times the run doesn't even save. I'm going to finish up the training program I'm on and then it's over to Strava. I'm sorry Coach Bennett, you're cool but this ain't it.",1
79,com.nike.plusgps,"Most of the time, it works great. The coaching has been fantastic. Edit: Runs have not been logging lately. The app has been very buggy. Works while running but then crashes with no apparent fix after the run. I want to use the app but it's getting harder and harder to justify using it over others. Would like to give 5 stars but this is an annoying issue. Android User.",1
80,com.nike.plusgps,Great for setting a plan that is flexible and easy to follow. The only thing I dislike is that when running sprints it won't tell you that you've reached the distance it wanted you to go so you have to keep checking the app while you sprint. Otherwise a great app for all levels of athletes. Edit: This app jacked my plan all up. I have a slew of saved runs and was excited about completing my first plan after five weeks and now they're all inaccurate and some are even gone. Frustrating...,1
81,com.nike.plusgps,"It doesn't record activity. It's failed to record two of my runs this week and has done so multiple times in the past. The app says it's been ""Finishing [my] run"" for two days. It frequently crashes and fails to perform it's most basic function. If there was an alternative I would use it, but there isn't, at least not one that isn't also broken.",1
82,com.nike.plusgps,"Update: December 19 No improvement, actually worse since my review. Have to login every time I run. Just spins after every run. I can't update my run info(place, shoes and notes) until the next day. At least once a week the app shuts down and doesn't track my run for the day. Sometimes stops mid run and sometimes just doesn't end the run, just keeps stalling. Thought maybe it was just me, but a few friends have the same problem.",1
83,com.nike.plusgps,"I've had this app almost 10 years. I've been loyal to all the changes done to the format, because somebody felt it needed to be changed. I've dealt with all the glitches, a run didn't get recorded, or was recorded wrong, so on and so on. But after this week's unreliability, I'm done! When 10 years of data is gone, you try to get it fixed and no one has a clue, goodbye loyalty. I had to delete the app, reinstall it and it worked one day. Since it's a free app, I guess you get what you pay for!!!",1
84,com.nike.plusgps,I absolutely love the app. There's a legit great community. What I don't like is the challenges because there's no control measures. Example: Challenge is to run 30 miles in a month. The leader in first place has 3000 miles which is 100 miles a day. No way that's possible. Or maybe they're driving around or something. That's my only complaint. Two years later - the app is very shoty. I have issues with login in on startup as well as it hasn't been syncing well. I still have it but don't use it,1
85,com.nike.plusgps,"The content is excellent, but the GPS doesn't work during certain runs. The GPS doesn't work during distant tracking runs or during meditation runs. The timer and the distance on the app will freeze up, and the training & coaching freezes up as well, so I'm guessing that is where the glitch might be? All these issues were persistent almost a year ago, so I thought I'd give it another try to see if they fixed it, NO THEY DID NOT! Delete again until next year.",1
86,com.nike.plusgps,"I've loved this app for years. Unfortunately, the most recent updates have made it unusable. It logs me in/out multiple times a day, forgets settings, and -- worst of all -- crashes trying to save my data at the end of a run. I've probably run 100 unsaved miles at this point. Super disappointed because I love this app, especially the guided runs. I was hoping I could give it a few weeks and there would be bug fixes, but no luck. I'm going to have to start using something else.",1
87,com.nike.plusgps,"Still has poor tracking. I been trying to keep using the app, but it always gives me inaccurate more times even running the same route. For example, running five miles with two friends I get my 1 mile notice about a quarter mile before they did. One had an apple watch, one was using the UA app on thier phone, I had Nike on my phone. Thiers marked almost the same, I was way off.... Every time! It's been like this since they changed everything and tbh, it looks they could care less if it works",1
88,com.nike.plusgps,"Pro: Tracks overall time well. cons: It'll tell me that a mile took 10 minutes through the headphones, then on the split chart it lists it as 6 minutes. It doesn't interface with music apps just library music. The automatic pause will activate itself often and with no impetus. There are often times where when I lock the phone it just stops tracking distance so there have been times where I ran 3 miles and it logged a half mile that took 26 minutes. Also average pace just disappeared as a feature",1
89,com.nike.plusgps,"I've used this app for many years, but lately it has been messing up, after the workout is finished the data on the run would be incorrect. It doesn't make sense that the data would start messing up, when a few years ago it worked perfectly fine,so it should be improving instead of messing up. Edit( i gave it another chance right after writing the first part, and it decided to not save the run at all 🙃, so I'm definitely trying a new app after all that work I've done.)",1
90,com.nike.plusgps,"Updated review 8/8/22- DO NOT RECOMMEND THIS APP - adds time to the end of every run leading to inaccurate results. Incorrect finish time every single run. Every single page doesn't load, and I mean every single page. I can't see my run stats after runs because that page also buffers forever. Even as I type this review, it's been loading, almost 20mins after I competed my run. It's still buffering a page as I type this review. Holding stop to end run doesn't stop the run #fixtheglitches 👎🏼👎🏼",1
